Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;7/10/2025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Tanzania;TZA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82,4762;83,1588;85,127;86,7922;88,2698;90,2515;91,8023;91,6661;93,792;94,316;97,6174;102,4103;105,2537;109,5568;111,2268;115,1185;117,3846;117,7644;119,3705;123,8534;127,0438;130,8124;131,3218;133,5524;
Uganda;UGA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39,1011;41,6813;44,5376;47,393;49,992;53,1234;56,8042;60,7984;71,023;75,0827;78,8938;82,3825;85,4937;88,4504;92,094;96,0447;99,6284;101,824;103,7559;105,6426;106,6706;109,5254;109,5495;109,8398;
Ukraine;UKR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420,9095;428,2864;434,5605;457,3253;444,3952;433,126;427,228;440,1775;437,1127;365,6859;382,9991;428,6771;415,6339;419,3687;368,6013;314,5389;323,7596;289,2544;312,1339;301,7336;271,4178;275,952;200,6059;204,7587;
Upper middle income;UMC;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11300,13396;10848,72577;11726,90017;13587,36322;15244,84527;15332,65643;16701,35864;16305,44769;16653,65618;16756,36625;17323,68429;18686,97218;19396,24905;20030,12902;20356,95389;20834,60727;19877,4729;20163,07634;21109,13671;21722,82756;21747,45307;22734,57457;22790,84977;;
Uruguay;URY;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,6854;25,2596;26,0025;26,9443;29,0217;29,1843;31,192;30,2774;33,941;33,3094;30,2989;31,5615;32,1221;30,9117;31,0482;31,4747;31,6944;30,8252;30,4827;31,0046;30,3974;32,7746;33,0863;32,5685;
United States;USA;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6156,5652;6082,4946;5955,6614;5995,4666;6173,5407;6147,0554;5997,9079;6140,3716;5954,6072;5546,8681;5767,9656;5507,7404;5276,9469;5460,0591;5467,9627;5432,7913;5232,5176;5159,8888;5359,1122;5290,8493;4698,8389;5014,2325;5124,4239;5039,0126;
Uzbekistan;UZB;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;158,8259;165,6826;179,9551;167,0814;168,0571;173,6611;185,6631;179,1467;192,1696;173,7986;192,7329;196,9277;185,1219;184,8665;174,4642;169,9466;180,681;186,9688;194,738;199,0647;194,9982;205,7873;207,839;206,0711;
St. Vincent and the Grenadines;VCT;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0433;0,0484;0,0543;0,0569;0,0603;0,0628;0,0709;0,0773;0,0814;0,1258;0,098;0,0711;0,0891;0,0821;0,0921;0,0945;0,1004;0,1083;0,1009;0,1006;0,0806;0,0897;0,0901;0,0952;
Venezuela, RB;VEN;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-85,0542;-59,8423;-66,7805;-49,2853;-55,8775;-41,8723;-41,8963;-38,8212;-31,8596;-33,026;-27,5665;-41,5935;-13,3545;-7,1444;-5,9012;-30,7262;-44,2309;-65,9754;-72,3232;-91,0869;-133,5;-166,4665;-141,0057;-132,5298;
British Virgin Islands;VGB;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Virgin Islands (U.S.);VIR;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viet Nam;VNM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;124,8117;129,6769;144,0029;152,52;174,7875;186,9938;193,7419;207,682;218,6235;238,1154;254,8706;257,2616;256,8053;265,5514;281,0957;304,5735;327,0975;333,7944;391,1931;447,1267;457,9255;451,0612;434,1386;484,6422;
Vanuatu;VUT;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6,492;-6,5019;-6,503;-6,4728;-6,4906;-6,4816;-6,4813;-6,3533;-6,3498;-6,367;-6,3437;-6,2252;-6,256;-6,2518;-6,2251;-6,2948;-6,3686;-6,3766;-6,3133;-6,3135;-6,3079;-6,2932;-6,2783;-6,2668;
World;WLD;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31342,82431;31436,0547;31499,45781;31899,84709;32100,025;34075,93276;33610,33536;32984,55005;34335,38494;34679,15975;36704,4151;35413,74566;36771,07088;38590,53981;41125,84819;41077,2551;43139,24053;43331,66492;42831,4438;41836,71677;43924,12891;47535,57026;48432,30915;48204,66336;48999,1287;49218,82751;47875,50134;49119,04844;50984,951;51278,3474;48871,42231;51737,72293;51838,06473;54500,70669;
Samoa;WSM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,7302;-0,645;-0,5814;-0,5189;-0,4644;-0,4006;-0,3436;-0,3309;-0,3274;-0,3169;-0,2878;-0,2753;-0,2701;-0,2555;-0,2469;-0,1912;-0,1849;-0,1887;-0,209;-0,1865;-0,444;-0,1511;-0,1325;-0,1221;
Kosovo;XKX;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yemen, Rep.;YEM;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,5386;31,513;31,8417;37,046;38,0203;42,293;46,8144;49,0313;48,3286;51,5849;51,0921;45,4791;42,5777;51,0095;49,7291;29,539;25,2716;26,9495;30,0493;31,7332;30,9911;31,5437;31,288;30,3559;
South Africa;ZAF;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;410,6888;431,4001;447,4762;458,5081;501,7591;535,2541;534,253;545,865;589,9835;539,4334;556,2667;530,3089;547,9769;549,8235;571,0331;568,9577;551,6191;580,6227;587,4341;565,7642;494,3792;513,8985;476,3196;465,4082;
Zambia;ZMB;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-37,6158;-36,1033;-35,1623;-33,8227;-32,5448;-30,7456;-28,0834;-26,301;-23,7841;-19,6406;-16,2683;-19,8048;-15,3596;-13,4453;-11,6343;-10,3354;-9,4394;-7,7289;-6,4041;-6,8342;-6,3151;-5,4101;-3,8134;-3,1748;
Zimbabwe;ZWE;Total greenhouse gas emissions including LULUCF (Mt CO2e);EN.GHG.ALL.LU.MT.CE.AR5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35,3712;36,777;35,3875;33,3886;33,7931;36,3293;36,4859;37,7413;36,3751;38,3;42,7276;49,2525;46,368;46,5738;44,3672;45,4495;43,6507;43,1307;45,1517;43,6136;42,0148;44,1226;45,0696;46,2635;
